"year","region","cancer","race","rateType","rate"
2015,51153,"Liver Cancer","Asian","mortalityRate",NA
2015,51153,"Liver Cancer","Black","incidenceRate",8.1
2015,51153,"Liver Cancer","Black","mortalityRate",5.1
2015,51153,"Liver Cancer","Hispanic","incidenceRate",NA
2015,51153,"Liver Cancer","Hispanic","mortalityRate",NA
2015,51153,"Liver Cancer","White","incidenceRate",4.9
2015,51153,"Liver Cancer","White","mortalityRate",5.2
2015,51153,"Lung Cancer","All Races","incidenceRate",46.9
2015,51153,"Lung Cancer","All Races","mortalityRate",36.9
2015,51153,"Lung Cancer","Native American","incidenceRate",NA
2015,51153,"Lung Cancer","Native American","mortalityRate",NA
2015,51153,"Lung Cancer","Asian","incidenceRate",27.2
2015,51153,"Lung Cancer","Asian","mortalityRate",28.1
2015,51153,"Lung Cancer","Black","incidenceRate",36.8
2015,51153,"Lung Cancer","Black","mortalityRate",28.9
2015,51153,"Lung Cancer","Hispanic","incidenceRate",NA
2015,51153,"Lung Cancer","Hispanic","mortalityRate",19.4
2015,51153,"Lung Cancer","White","incidenceRate",49.4
2015,51153,"Lung Cancer","White","mortalityRate",39.4
2015,51153,"Melanoma","All Races","incidenceRate",10.9
2015,51153,"Melanoma","All Races","mortalityRate",2.1
2015,51153,"Melanoma","Native American","incidenceRate",NA
2015,51153,"Melanoma","Native American","mortalityRate",NA
2015,51153,"Melanoma","Asian","incidenceRate",NA
2015,51153,"Melanoma","Asian","mortalityRate",NA
2015,51153,"Melanoma","Black","incidenceRate",NA
2015,51153,"Melanoma","Black","mortalityRate",NA
2015,51153,"Melanoma","Hispanic","incidenceRate",NA
2015,51153,"Melanoma","Hispanic","mortalityRate",NA
2015,51153,"Melanoma","White","incidenceRate",14.8
2015,51153,"Melanoma","White","mortalityRate",2.7
2015,51153,"Mesothelioma","All Races","incidenceRate",NA
2015,51153,"Mesothelioma","All Races","mortalityRate",NA
2015,51153,"Mesothelioma","Native American","incidenceRate",NA
2015,51153,"Mesothelioma","Native American","mortalityRate",NA
2015,51153,"Mesothelioma","Asian","incidenceRate",NA
2015,51153,"Mesothelioma","Asian","mortalityRate",NA
2015,51153,"Mesothelioma","Black","incidenceRate",NA
2015,51153,"Mesothelioma","Black","mortalityRate",NA
2015,51153,"Mesothelioma","Hispanic","incidenceRate",NA
2015,51153,"Mesothelioma","Hispanic","mortalityRate",NA
2015,51153,"Mesothelioma","White","incidenceRate",NA
2015,51153,"Mesothelioma","White","mortalityRate",NA
2015,51153,"Myeloma","All Races","incidenceRate",5.1
2015,51153,"Myeloma","All Races","mortalityRate",3.5
2015,51153,"Myeloma","Native American","incidenceRate",NA
2015,51153,"Myeloma","Native American","mortalityRate",NA
2015,51153,"Myeloma","Asian","incidenceRate",NA
2015,51153,"Myeloma","Asian","mortalityRate",NA
2015,51153,"Myeloma","Black","incidenceRate",10
2015,51153,"Myeloma","Black","mortalityRate",9.2
2015,51153,"Myeloma","Hispanic","incidenceRate",NA
2015,51153,"Myeloma","Hispanic","mortalityRate",NA
2015,51153,"Myeloma","White","incidenceRate",4.1
2015,51153,"Myeloma","White","mortalityRate",2.6
2015,51153,"Non-Hodgkin Lymphoma","All Races","incidenceRate",15.7
2015,51153,"Non-Hodgkin Lymphoma","All Races","mortalityRate",5.2
2015,51153,"Non-Hodgkin Lymphoma","Native American","incidenceRate",NA
2015,51153,"Non-Hodgkin Lymphoma","Native American","mortalityRate",NA
2015,51153,"Non-Hodgkin Lymphoma","Asian","incidenceRate",12.8
2015,51153,"Non-Hodgkin Lymphoma","Asian","mortalityRate",NA
2015,51153,"Non-Hodgkin Lymphoma","Black","incidenceRate",8.7
2015,51153,"Non-Hodgkin Lymphoma","Black","mortalityRate",NA
2015,51153,"Non-Hodgkin Lymphoma","Hispanic","incidenceRate",NA
2015,51153,"Non-Hodgkin Lymphoma","Hispanic","mortalityRate",NA
2015,51153,"Non-Hodgkin Lymphoma","White","incidenceRate",16.3
2015,51153,"Non-Hodgkin Lymphoma","White","mortalityRate",5.8
2015,51153,"Oral Cancer","All Races","incidenceRate",9
2015,51153,"Oral Cancer","All Races","mortalityRate",1.9
2015,51153,"Oral Cancer","Native American","incidenceRate",NA
2015,51153,"Oral Cancer","Native American","mortalityRate",NA
2015,51153,"Oral Cancer","Asian","incidenceRate",NA
2015,51153,"Oral Cancer","Asian","mortalityRate",NA
2015,51153,"Oral Cancer","Black","incidenceRate",5.5
2015,51153,"Oral Cancer","Black","mortalityRate",NA
2015,51153,"Oral Cancer","Hispanic","incidenceRate",NA
2015,51153,"Oral Cancer","Hispanic","mortalityRate",NA
2015,51153,"Oral Cancer","White","incidenceRate",9.5
2015,51153,"Oral Cancer","White","mortalityRate",2.1
2015,51153,"Ovarian Cancer","All Races","incidenceRate",10.7
2015,51153,"Ovarian Cancer","All Races","mortalityRate",6
2015,51153,"Ovarian Cancer","Native American","incidenceRate",NA
2015,51153,"Ovarian Cancer","Native American","mortalityRate",NA
2015,51153,"Ovarian Cancer","Asian","incidenceRate",NA
2015,51153,"Ovarian Cancer","Asian","mortalityRate",NA
2015,51153,"Ovarian Cancer","Black","incidenceRate",NA
2015,51153,"Ovarian Cancer","Black","mortalityRate",NA
2015,51153,"Ovarian Cancer","Hispanic","incidenceRate",NA
2015,51153,"Ovarian Cancer","Hispanic","mortalityRate",NA
2015,51153,"Ovarian Cancer","White","incidenceRate",12.1
2015,51153,"Ovarian Cancer","White","mortalityRate",6.4
2015,51153,"Pancreatic Cancer","All Races","incidenceRate",11.6
2015,51153,"Pancreatic Cancer","All Races","mortalityRate",12
2015,51153,"Pancreatic Cancer","Native American","incidenceRate",NA
2015,51153,"Pancreatic Cancer","Native American","mortalityRate",NA
2015,51153,"Pancreatic Cancer","Asian","incidenceRate",NA
2015,51153,"Pancreatic Cancer","Asian","mortalityRate",NA
2015,51153,"Pancreatic Cancer","Black","incidenceRate",12.6
2015,51153,"Pancreatic Cancer","Black","mortalityRate",13.6
2015,51153,"Pancreatic Cancer","Hispanic","incidenceRate",NA
2015,51153,"Pancreatic Cancer","Hispanic","mortalityRate",NA
2015,51153,"Pancreatic Cancer","White","incidenceRate",11.7
2015,51153,"Pancreatic Cancer","White","mortalityRate",11.7
2015,51153,"Stomach Cancer","All Races","incidenceRate",7.6
2015,51153,"Stomach Cancer","All Races","mortalityRate",3.7
2015,51153,"Stomach Cancer","Native American","incidenceRate",NA
2015,51153,"Stomach Cancer","Native American","mortalityRate",NA
2015,51153,"Stomach Cancer","Asian","incidenceRate",NA
2015,51153,"Stomach Cancer","Asian","mortalityRate",NA
2015,51153,"Stomach Cancer","Black","incidenceRate",9
2015,51153,"Stomach Cancer","Black","mortalityRate",NA
2015,51153,"Stomach Cancer","Hispanic","incidenceRate",NA
2015,51153,"Stomach Cancer","Hispanic","mortalityRate",NA
2015,51153,"Stomach Cancer","White","incidenceRate",7
2015,51153,"Stomach Cancer","White","mortalityRate",3.5
2015,51153,"Thyroid Cancer","All Races","incidenceRate",14.4
2015,51153,"Thyroid Cancer","All Races","mortalityRate",NA
2015,51153,"Thyroid Cancer","Native American","incidenceRate",NA
2015,51153,"Thyroid Cancer","Native American","mortalityRate",NA
2015,51153,"Thyroid Cancer","Asian","incidenceRate",20.2
2015,51153,"Thyroid Cancer","Asian","mortalityRate",NA
2015,51153,"Thyroid Cancer","Black","incidenceRate",8.8
2015,51153,"Thyroid Cancer","Black","mortalityRate",NA
2015,51153,"Thyroid Cancer","Hispanic","incidenceRate",NA
2015,51153,"Thyroid Cancer","Hispanic","mortalityRate",NA
2015,51153,"Thyroid Cancer","White","incidenceRate",13.8
2015,51153,"Thyroid Cancer","White","mortalityRate",NA
2015,51153,"Bladder Cancer","All Races","incidenceRate",18
2015,51153,"Bladder Cancer","All Races","mortalityRate",3.7
2015,51153,"Bladder Cancer","Native American","incidenceRate",NA
2015,51153,"Bladder Cancer","Native American","mortalityRate",NA
2015,51153,"Bladder Cancer","Asian","incidenceRate",NA
2015,51153,"Bladder Cancer","Asian","mortalityRate",NA
2015,51153,"Bladder Cancer","Black","incidenceRate",9.7
2015,51153,"Bladder Cancer","Black","mortalityRate",NA
2015,51153,"Bladder Cancer","Hispanic","incidenceRate",NA
2015,51153,"Bladder Cancer","Hispanic","mortalityRate",NA
2015,51153,"Bladder Cancer","White","incidenceRate",20.2
2015,51153,"Bladder Cancer","White","mortalityRate",4.3
2015,51153,"Male Breast Cancer","All Races","incidenceRate",NA
2015,51153,"Male Breast Cancer","All Races","mortalityRate",NA
2015,51153,"Male Breast Cancer","Native American","incidenceRate",NA
2015,51153,"Male Breast Cancer","Native American","mortalityRate",NA
2015,51153,"Male Breast Cancer","Asian","incidenceRate",NA
2015,51153,"Male Breast Cancer","Asian","mortalityRate",NA
2015,51153,"Male Breast Cancer","Black","incidenceRate",NA
2015,51153,"Male Breast Cancer","Black","mortalityRate",NA
2015,51153,"Male Breast Cancer","Hispanic","incidenceRate",NA
2015,51153,"Male Breast Cancer","Hispanic","mortalityRate",NA
2015,51153,"Male Breast Cancer","White","incidenceRate",NA
2015,51153,"Male Breast Cancer","White","mortalityRate",NA
2015,51153,"Prostate Cancer","All Races","incidenceRate",85.4
2015,51153,"Prostate Cancer","All Races","mortalityRate",17.9
2015,51153,"Prostate Cancer","Native American","incidenceRate",NA
2015,51153,"Prostate Cancer","Native American","mortalityRate",NA
2015,51153,"Prostate Cancer","Asian","incidenceRate",29.6
2015,51153,"Prostate Cancer","Asian","mortalityRate",NA
2015,51153,"Prostate Cancer","Black","incidenceRate",113.3
2015,51153,"Prostate Cancer","Black","mortalityRate",35.2
2015,51153,"Prostate Cancer","Hispanic","incidenceRate",NA
2015,51153,"Prostate Cancer","Hispanic","mortalityRate",NA
2015,51153,"Prostate Cancer","White","incidenceRate",77.4
2015,51153,"Prostate Cancer","White","mortalityRate",16.6
2015,51153,"Testicular Cancer","All Races","incidenceRate",3.3
2015,51153,"Testicular Cancer","All Races","mortalityRate",NA
2015,51153,"Testicular Cancer","Native American","incidenceRate",NA
2015,51153,"Testicular Cancer","Native American","mortalityRate",NA
2015,51153,"Testicular Cancer","Asian","incidenceRate",NA
2015,51153,"Testicular Cancer","Asian","mortalityRate",NA
2015,51153,"Testicular Cancer","Black","incidenceRate",NA
2015,51153,"Testicular Cancer","Black","mortalityRate",NA
2015,51153,"Testicular Cancer","Hispanic","incidenceRate",NA
2015,51153,"Testicular Cancer","Hispanic","mortalityRate",NA
2015,51153,"Testicular Cancer","White","incidenceRate",3.9
2015,51153,"Testicular Cancer","White","mortalityRate",NA
2015,51510,"All Cancers","All Races","incidenceRate",353.4
2015,51510,"All Cancers","All Races","mortalityRate",130.8
2015,51510,"All Cancers","Native American","incidenceRate",NA
2015,51510,"All Cancers","Native American","mortalityRate",NA
2015,51510,"All Cancers","Asian","incidenceRate",197.8
2015,51510,"All Cancers","Asian","mortalityRate",97.2
2015,51510,"All Cancers","Black","incidenceRate",370.3
2015,51510,"All Cancers","Black","mortalityRate",166.3
2015,51510,"All Cancers","Hispanic","incidenceRate",NA
2015,51510,"All Cancers","Hispanic","mortalityRate",77.1
2015,51510,"All Cancers","White","incidenceRate",348
2015,51510,"All Cancers","White","mortalityRate",125.4
2015,51510,"Brain Cancer","All Races","incidenceRate",5
2015,51510,"Brain Cancer","All Races","mortalityRate",3.6
2015,51510,"Brain Cancer","Native American","incidenceRate",NA
2015,51510,"Brain Cancer","Native American","mortalityRate",NA
2015,51510,"Brain Cancer","Asian","incidenceRate",NA
2015,51510,"Brain Cancer","Asian","mortalityRate",NA
2015,51510,"Brain Cancer","Black","incidenceRate",NA
2015,51510,"Brain Cancer","Black","mortalityRate",NA
2015,51510,"Brain Cancer","Hispanic","incidenceRate",NA
2015,51510,"Brain Cancer","Hispanic","mortalityRate",NA
2015,51510,"Brain Cancer","White","incidenceRate",4.5
2015,51510,"Brain Cancer","White","mortalityRate",3.2
2015,51510,"Cervical Cancer","All Races","incidenceRate",5.8
2015,51510,"Cervical Cancer","All Races","mortalityRate",NA
2015,51510,"Cervical Cancer","Native American","incidenceRate",NA
2015,51510,"Cervical Cancer","Native American","mortalityRate",NA
2015,51510,"Cervical Cancer","Asian","incidenceRate",NA
2015,51510,"Cervical Cancer","Asian","mortalityRate",NA
2015,51510,"Cervical Cancer","Black","incidenceRate",NA
2015,51510,"Cervical Cancer","Black","mortalityRate",NA
2015,51510,"Cervical Cancer","Hispanic","incidenceRate",NA
2015,51510,"Cervical Cancer","Hispanic","mortalityRate",NA
2015,51510,"Cervical Cancer","White","incidenceRate",NA
2015,51510,"Cervical Cancer","White","mortalityRate",NA
2015,51510,"Colorectal Cancer","All Races","incidenceRate",28.1
2015,51510,"Colorectal Cancer","All Races","mortalityRate",8.3
2015,51510,"Colorectal Cancer","Native American","incidenceRate",NA
2015,51510,"Colorectal Cancer","Native American","mortalityRate",NA
2015,51510,"Colorectal Cancer","Asian","incidenceRate",NA
2015,51510,"Colorectal Cancer","Asian","mortalityRate",NA
2015,51510,"Colorectal Cancer","Black","incidenceRate",31
2015,51510,"Colorectal Cancer","Black","mortalityRate",NA
2015,51510,"Colorectal Cancer","Hispanic","incidenceRate",NA
2015,51510,"Colorectal Cancer","Hispanic","mortalityRate",NA
2015,51510,"Colorectal Cancer","White","incidenceRate",27.1
2015,51510,"Colorectal Cancer","White","mortalityRate",8
2015,51510,"Uterine Cancer","All Races","incidenceRate",25
2015,51510,"Uterine Cancer","All Races","mortalityRate",NA
2015,51510,"Uterine Cancer","Native American","incidenceRate",NA
2015,51510,"Uterine Cancer","Native American","mortalityRate",NA
2015,51510,"Uterine Cancer","Asian","incidenceRate",NA
2015,51510,"Uterine Cancer","Asian","mortalityRate",NA
2015,51510,"Uterine Cancer","Black","incidenceRate",26.7
2015,51510,"Uterine Cancer","Black","mortalityRate",NA
2015,51510,"Uterine Cancer","Hispanic","incidenceRate",NA
2015,51510,"Uterine Cancer","Hispanic","mortalityRate",NA
2015,51510,"Uterine Cancer","White","incidenceRate",24.1
2015,51510,"Uterine Cancer","White","mortalityRate",NA
2015,51510,"Esophageal Cancer","All Races","incidenceRate",3.3
2015,51510,"Esophageal Cancer","All Races","mortalityRate",2.4
2015,51510,"Esophageal Cancer","Native American","incidenceRate",NA
2015,51510,"Esophageal Cancer","Native American","mortalityRate",NA
2015,51510,"Esophageal Cancer","Asian","incidenceRate",NA
2015,51510,"Esophageal Cancer","Asian","mortalityRate",NA
2015,51510,"Esophageal Cancer","Black","incidenceRate",NA
2015,51510,"Esophageal Cancer","Black","mortalityRate",NA
2015,51510,"Esophageal Cancer","Hispanic","incidenceRate",NA
2015,51510,"Esophageal Cancer","Hispanic","mortalityRate",NA
2015,51510,"Esophageal Cancer","White","incidenceRate",3.3
2015,51510,"Esophageal Cancer","White","mortalityRate",NA
2015,51510,"Female Breast Cancer","All Races","incidenceRate",118.7
2015,51510,"Female Breast Cancer","All Races","mortalityRate",23.7
2015,51510,"Female Breast Cancer","Native American","incidenceRate",NA
2015,51510,"Female Breast Cancer","Native American","mortalityRate",NA
2015,51510,"Female Breast Cancer","Asian","incidenceRate",71.5
2015,51510,"Female Breast Cancer","Asian","mortalityRate",NA
2015,51510,"Female Breast Cancer","Black","incidenceRate",104.3
2015,51510,"Female Breast Cancer","Black","mortalityRate",31.3
2015,51510,"Female Breast Cancer","Hispanic","incidenceRate",NA
2015,51510,"Female Breast Cancer","Hispanic","mortalityRate",NA
2015,51510,"Female Breast Cancer","White","incidenceRate",123.6
2015,51510,"Female Breast Cancer","White","mortalityRate",20.8
2015,51510,"Hodgkin Lymphoma","All Races","incidenceRate",NA
2015,51510,"Hodgkin Lymphoma","All Races","mortalityRate",NA
2015,51510,"Hodgkin Lymphoma","Native American","incidenceRate",NA
2015,51510,"Hodgkin Lymphoma","Native American","mortalityRate",NA
2015,51510,"Hodgkin Lymphoma","Asian","incidenceRate",NA
2015,51510,"Hodgkin Lymphoma","Asian","mortalityRate",NA
2015,51510,"Hodgkin Lymphoma","Black","incidenceRate",NA
2015,51510,"Hodgkin Lymphoma","Black","mortalityRate",NA
2015,51510,"Hodgkin Lymphoma","Hispanic","incidenceRate",NA
2015,51510,"Hodgkin Lymphoma","Hispanic","mortalityRate",NA
2015,51510,"Hodgkin Lymphoma","White","incidenceRate",NA
2015,51510,"Hodgkin Lymphoma","White","mortalityRate",NA
2015,51510,"Kaposi Sarcoma","All Races","incidenceRate",NA
2015,51510,"Kaposi Sarcoma","All Races","mortalityRate",NA
2015,51510,"Kaposi Sarcoma","Native American","incidenceRate",NA
2015,51510,"Kaposi Sarcoma","Native American","mortalityRate",NA
2015,51510,"Kaposi Sarcoma","Asian","incidenceRate",NA
2015,51510,"Kaposi Sarcoma","Asian","mortalityRate",NA
2015,51510,"Kaposi Sarcoma","Black","incidenceRate",NA
2015,51510,"Kaposi Sarcoma","Black","mortalityRate",NA
2015,51510,"Kaposi Sarcoma","Hispanic","incidenceRate",NA
2015,51510,"Kaposi Sarcoma","Hispanic","mortalityRate",NA
2015,51510,"Kaposi Sarcoma","White","incidenceRate",NA
2015,51510,"Kaposi Sarcoma","White","mortalityRate",NA
2015,51510,"Kidney Cancer","All Races","incidenceRate",11
2015,51510,"Kidney Cancer","All Races","mortalityRate",3.4
2015,51510,"Kidney Cancer","Native American","incidenceRate",NA
2015,51510,"Kidney Cancer","Native American","mortalityRate",NA
2015,51510,"Kidney Cancer","Asian","incidenceRate",NA
2015,51510,"Kidney Cancer","Asian","mortalityRate",NA
2015,51510,"Kidney Cancer","Black","incidenceRate",13.9
2015,51510,"Kidney Cancer","Black","mortalityRate",NA
2015,51510,"Kidney Cancer","Hispanic","incidenceRate",NA
2015,51510,"Kidney Cancer","Hispanic","mortalityRate",NA
2015,51510,"Kidney Cancer","White","incidenceRate",9.9
2015,51510,"Kidney Cancer","White","mortalityRate",4
2015,51510,"Laryngeal Cancer","All Races","incidenceRate",2.7
2015,51510,"Laryngeal Cancer","All Races","mortalityRate",NA
2015,51510,"Laryngeal Cancer","Native American","incidenceRate",NA
2015,51510,"Laryngeal Cancer","Native American","mortalityRate",NA
2015,51510,"Laryngeal Cancer","Asian","incidenceRate",NA
2015,51510,"Laryngeal Cancer","Asian","mortalityRate",NA
2015,51510,"Laryngeal Cancer","Black","incidenceRate",NA
2015,51510,"Laryngeal Cancer","Black","mortalityRate",NA
2015,51510,"Laryngeal Cancer","Hispanic","incidenceRate",NA
2015,51510,"Laryngeal Cancer","Hispanic","mortalityRate",NA
2015,51510,"Laryngeal Cancer","White","incidenceRate",NA
2015,51510,"Laryngeal Cancer","White","mortalityRate",NA
2015,51510,"Leukemia","All Races","incidenceRate",9.4
2015,51510,"Leukemia","All Races","mortalityRate",4.2
2015,51510,"Leukemia","Native American","incidenceRate",NA
2015,51510,"Leukemia","Native American","mortalityRate",NA
2015,51510,"Leukemia","Asian","incidenceRate",NA
2015,51510,"Leukemia","Asian","mortalityRate",NA
2015,51510,"Leukemia","Black","incidenceRate",NA
2015,51510,"Leukemia","Black","mortalityRate",NA
2015,51510,"Leukemia","Hispanic","incidenceRate",NA
2015,51510,"Leukemia","Hispanic","mortalityRate",NA
2015,51510,"Leukemia","White","incidenceRate",8.9
2015,51510,"Leukemia","White","mortalityRate",4.7
2015,51510,"Liver Cancer","All Races","incidenceRate",6.9
2015,51510,"Liver Cancer","All Races","mortalityRate",6.8
2015,51510,"Liver Cancer","Native American","incidenceRate",NA
2015,51510,"Liver Cancer","Native American","mortalityRate",NA
2015,51510,"Liver Cancer","Asian","incidenceRate",NA
2015,51510,"Liver Cancer","Asian","mortalityRate",NA
2015,51510,"Liver Cancer","Black","incidenceRate",12.4
2015,51510,"Liver Cancer","Black","mortalityRate",NA
2015,51510,"Liver Cancer","Hispanic","incidenceRate",NA
2015,51510,"Liver Cancer","Hispanic","mortalityRate",NA
2015,51510,"Liver Cancer","White","incidenceRate",5
2015,51510,"Liver Cancer","White","mortalityRate",5.6
2015,51510,"Lung Cancer","All Races","incidenceRate",38.1
2015,51510,"Lung Cancer","All Races","mortalityRate",26.4
2015,51510,"Lung Cancer","Native American","incidenceRate",NA
2015,51510,"Lung Cancer","Native American","mortalityRate",NA
2015,51510,"Lung Cancer","Asian","incidenceRate",NA
2015,51510,"Lung Cancer","Asian","mortalityRate",NA
2015,51510,"Lung Cancer","Black","incidenceRate",49.8
2015,51510,"Lung Cancer","Black","mortalityRate",30.5
2015,51510,"Lung Cancer","Hispanic","incidenceRate",NA
2015,51510,"Lung Cancer","Hispanic","mortalityRate",NA
2015,51510,"Lung Cancer","White","incidenceRate",36.9
2015,51510,"Lung Cancer","White","mortalityRate",26.4
2015,51510,"Melanoma","All Races","incidenceRate",14.2
2015,51510,"Melanoma","All Races","mortalityRate",3.1
2015,51510,"Melanoma","Native American","incidenceRate",NA
2015,51510,"Melanoma","Native American","mortalityRate",NA
2015,51510,"Melanoma","Asian","incidenceRate",NA
2015,51510,"Melanoma","Asian","mortalityRate",NA
2015,51510,"Melanoma","Black","incidenceRate",NA
2015,51510,"Melanoma","Black","mortalityRate",NA
2015,51510,"Melanoma","Hispanic","incidenceRate",NA
2015,51510,"Melanoma","Hispanic","mortalityRate",NA
2015,51510,"Melanoma","White","incidenceRate",18.2
2015,51510,"Melanoma","White","mortalityRate",3.9
2015,51510,"Mesothelioma","All Races","incidenceRate",NA
2015,51510,"Mesothelioma","All Races","mortalityRate",NA
2015,51510,"Mesothelioma","Native American","incidenceRate",NA
2015,51510,"Mesothelioma","Native American","mortalityRate",NA
2015,51510,"Mesothelioma","Asian","incidenceRate",NA
2015,51510,"Mesothelioma","Asian","mortalityRate",NA
2015,51510,"Mesothelioma","Black","incidenceRate",NA
2015,51510,"Mesothelioma","Black","mortalityRate",NA
2015,51510,"Mesothelioma","Hispanic","incidenceRate",NA
2015,51510,"Mesothelioma","Hispanic","mortalityRate",NA
2015,51510,"Mesothelioma","White","incidenceRate",NA
2015,51510,"Mesothelioma","White","mortalityRate",NA
2015,51510,"Myeloma","All Races","incidenceRate",3.4
2015,51510,"Myeloma","All Races","mortalityRate",NA
2015,51510,"Myeloma","Native American","incidenceRate",NA
2015,51510,"Myeloma","Native American","mortalityRate",NA
2015,51510,"Myeloma","Asian","incidenceRate",NA
2015,51510,"Myeloma","Asian","mortalityRate",NA
2015,51510,"Myeloma","Black","incidenceRate",NA
2015,51510,"Myeloma","Black","mortalityRate",NA
2015,51510,"Myeloma","Hispanic","incidenceRate",NA
2015,51510,"Myeloma","Hispanic","mortalityRate",NA
2015,51510,"Myeloma","White","incidenceRate",NA
2015,51510,"Myeloma","White","mortalityRate",NA
2015,51510,"Non-Hodgkin Lymphoma","All Races","incidenceRate",13.6
2015,51510,"Non-Hodgkin Lymphoma","All Races","mortalityRate",5.3
2015,51510,"Non-Hodgkin Lymphoma","Native American","incidenceRate",NA
2015,51510,"Non-Hodgkin Lymphoma","Native American","mortalityRate",NA
2015,51510,"Non-Hodgkin Lymphoma","Asian","incidenceRate",NA
2015,51510,"Non-Hodgkin Lymphoma","Asian","mortalityRate",NA
2015,51510,"Non-Hodgkin Lymphoma","Black","incidenceRate",16.4
2015,51510,"Non-Hodgkin Lymphoma","Black","mortalityRate",NA
2015,51510,"Non-Hodgkin Lymphoma","Hispanic","incidenceRate",NA
2015,51510,"Non-Hodgkin Lymphoma","Hispanic","mortalityRate",NA
2015,51510,"Non-Hodgkin Lymphoma","White","incidenceRate",12.6
2015,51510,"Non-Hodgkin Lymphoma","White","mortalityRate",4.6
2015,51510,"Oral Cancer","All Races","incidenceRate",9.7
2015,51510,"Oral Cancer","All Races","mortalityRate",NA
2015,51510,"Oral Cancer","Native American","incidenceRate",NA
2015,51510,"Oral Cancer","Native American","mortalityRate",NA
2015,51510,"Oral Cancer","Asian","incidenceRate",NA
2015,51510,"Oral Cancer","Asian","mortalityRate",NA
2015,51510,"Oral Cancer","Black","incidenceRate",NA
2015,51510,"Oral Cancer","Black","mortalityRate",NA
2015,51510,"Oral Cancer","Hispanic","incidenceRate",NA
2015,51510,"Oral Cancer","Hispanic","mortalityRate",NA
2015,51510,"Oral Cancer","White","incidenceRate",9.8
2015,51510,"Oral Cancer","White","mortalityRate",NA
2015,51510,"Ovarian Cancer","All Races","incidenceRate",11.7
2015,51510,"Ovarian Cancer","All Races","mortalityRate",9.8
2015,51510,"Ovarian Cancer","Native American","incidenceRate",NA
2015,51510,"Ovarian Cancer","Native American","mortalityRate",NA
2015,51510,"Ovarian Cancer","Asian","incidenceRate",NA
2015,51510,"Ovarian Cancer","Asian","mortalityRate",NA
2015,51510,"Ovarian Cancer","Black","incidenceRate",NA
2015,51510,"Ovarian Cancer","Black","mortalityRate",NA
2015,51510,"Ovarian Cancer","Hispanic","incidenceRate",NA
2015,51510,"Ovarian Cancer","Hispanic","mortalityRate",NA
2015,51510,"Ovarian Cancer","White","incidenceRate",14.1
2015,51510,"Ovarian Cancer","White","mortalityRate",9.5
2015,51510,"Pancreatic Cancer","All Races","incidenceRate",8.2
2015,51510,"Pancreatic Cancer","All Races","mortalityRate",7.9
2015,51510,"Pancreatic Cancer","Native American","incidenceRate",NA
2015,51510,"Pancreatic Cancer","Native American","mortalityRate",NA
2015,51510,"Pancreatic Cancer","Asian","incidenceRate",NA
2015,51510,"Pancreatic Cancer","Asian","mortalityRate",NA
2015,51510,"Pancreatic Cancer","Black","incidenceRate",NA
2015,51510,"Pancreatic Cancer","Black","mortalityRate",NA
2015,51510,"Pancreatic Cancer","Hispanic","incidenceRate",NA
2015,51510,"Pancreatic Cancer","Hispanic","mortalityRate",NA
2015,51510,"Pancreatic Cancer","White","incidenceRate",8.1
2015,51510,"Pancreatic Cancer","White","mortalityRate",7
2015,51510,"Stomach Cancer","All Races","incidenceRate",5.7
2015,51510,"Stomach Cancer","All Races","mortalityRate",NA
2015,51510,"Stomach Cancer","Native American","incidenceRate",NA
2015,51510,"Stomach Cancer","Native American","mortalityRate",NA
2015,51510,"Stomach Cancer","Asian","incidenceRate",NA
2015,51510,"Stomach Cancer","Asian","mortalityRate",NA
2015,51510,"Stomach Cancer","Black","incidenceRate",NA
2015,51510,"Stomach Cancer","Black","mortalityRate",NA
2015,51510,"Stomach Cancer","Hispanic","incidenceRate",NA
2015,51510,"Stomach Cancer","Hispanic","mortalityRate",NA
2015,51510,"Stomach Cancer","White","incidenceRate",5
2015,51510,"Stomach Cancer","White","mortalityRate",NA
2015,51510,"Thyroid Cancer","All Races","incidenceRate",18.1
2015,51510,"Thyroid Cancer","All Races","mortalityRate",NA
2015,51510,"Thyroid Cancer","Native American","incidenceRate",NA
2015,51510,"Thyroid Cancer","Native American","mortalityRate",NA
2015,51510,"Thyroid Cancer","Asian","incidenceRate",NA
2015,51510,"Thyroid Cancer","Asian","mortalityRate",NA
2015,51510,"Thyroid Cancer","Black","incidenceRate",11.2
2015,51510,"Thyroid Cancer","Black","mortalityRate",NA
2015,51510,"Thyroid Cancer","Hispanic","incidenceRate",NA
2015,51510,"Thyroid Cancer","Hispanic","mortalityRate",NA
2015,51510,"Thyroid Cancer","White","incidenceRate",19
2015,51510,"Thyroid Cancer","White","mortalityRate",NA
2015,51510,"Bladder Cancer","All Races","incidenceRate",13.2
2015,51510,"Bladder Cancer","All Races","mortalityRate",4
2015,51510,"Bladder Cancer","Native American","incidenceRate",NA
2015,51510,"Bladder Cancer","Native American","mortalityRate",NA
2015,51510,"Bladder Cancer","Asian","incidenceRate",NA
2015,51510,"Bladder Cancer","Asian","mortalityRate",NA
2015,51510,"Bladder Cancer","Black","incidenceRate",NA
2015,51510,"Bladder Cancer","Black","mortalityRate",NA
2015,51510,"Bladder Cancer","Hispanic","incidenceRate",NA
2015,51510,"Bladder Cancer","Hispanic","mortalityRate",NA
